Original row		wnt6352.py	wnt7072.py	wnt7160.py	wnt920.py	wnt116.py	wnt9044.py	wnt8687.py	wnt4932.py	wnt6111.py	wnt5357.py	wnt968.py	wnt8273.py	wnt7969.py	wnt5698.py	wnt5778.py	wnt7643.py	wnt3183.py	wnt6312.py	wnt7211.py	wnt4603.py	wnt9839.py	wnt7459.py	wnt4379.py	wnt1462.py	wnt3440.py	wnt5113.py	wnt2072.py	wnt3753.py	wnt4311.py	wnt7763.py	wnt4939.py	wnt1269.py	wnt7344.py	wnt6709.py	wnt1264.py	wnt7098.py	wnt3424.py	wnt914.py	wnt5009.py	wnt3699.py	wnt6415.py	wnt3744.py	wnt3119.py	wnt7805.py	wnt2026.py	wnt4803.py	wnt7423.py	wnt6605.py	wnt437.py	wnt816.py	wnt6934.py	wnt2961.py	wnt5610.py	wnt9629.py	wnt3714.py	wnt8091.py	wnt5348.py	wnt6801.py	wnt6644.py	wnt5952.py	wnt6914.py	wnt5920.py	wnt3243.py	wnt4121.py	wnt9636.py	wnt3572.py	wnt7476.py	wnt2073.py	wnt5648.py	wnt6067.py	wnt833.py	wnt6964.py	wnt1266.py	wnt786.py	wnt8033.py	wnt7012.py	wnt4554.py	wnt9630.py	wnt9572.py	wnt552.py	wnt3345.py	wnt3076.py	wnt228.py	wnt9156.py	wnt2172.py	wnt3548.py	wnt159.py	wnt4900.py	wnt1965.py	wnt6237.py	wnt3472.py	wnt3031.py	wnt3822.py	wnt3664.py	wnt1615.py	wnt4129.py	wnt8614.py	wnt9168.py	wnt5287.py	wnt1763.py	wnt2459.py	wnt7731.py	wnt3098.py	wnt5878.py	wnt8728.py	wnt8024.py	wnt7158.py	wnt2797.py	wnt5016.py	wnt2028.py	wnt4590.py	wnt3420.py	wnt7719.py	wnt4162.py	wnt2161.py	wnt3147.py	wnt7032.py	wnt8556.py	wnt2134.py	wnt7250.py	wnt1074.py	wnt4804.py	wnt3783.py	wnt4194.py	wnt7817.py	wnt1801.py	wnt2798.py	wnt1119.py	wnt6132.py	wnt42.py	wnt8406.py	wnt1557.py	wnt2898.py	wnt6074.py	wnt9008.py	wnt9235.py	wnt4473.py	wnt6206.py	wnt8457.py	wnt519.py	wnt8615.py	wnt3504.py	wnt8550.py	wnt4466.py	wnt891.py	wnt2112.py	wnt8404.py	wnt754.py	wnt9616.py	wnt696.py	wnt8510.py	wnt3413.py	wnt4062.py	wnt8479.py	wnt6302.py	wnt1037.py	wnt4575.py	wnt214.py	wnt1895.py	wnt5283.py	wnt9359.py	wnt3273.py	wnt5741.py	wnt3063.py	wnt3027.py	wnt368.py	wnt1796.py	wnt3213.py	wnt2141.py	wnt5677.py	wnt1544.py	wnt3989.py	wnt1412.py	wnt1922.py	wnt8992.py	wnt2239.py	wnt6656.py	wnt2873.py	wnt4295.py	wnt4690.py	wnt1158.py	wnt9084.py	wnt4987.py	wnt6202.py	wnt2536.py	wnt7200.py	wnt2140.py	wnt2690.py	wnt4195.py	wnt4230.py	wnt5035.py	wnt841.py	wnt1828.py	wnt1301.py	wnt5091.py	wnt4821.py	wnt3685.py	wnt2288.py	wnt1867.py	wnt7398.py
121	wnt1074.py	2233.54	8570.85	8381.925	9367.08	3705.546	8200.6	4150.265	3287.552	7534.745	8498.157	7218.034	2006.962	3484.46	9405.517	7643.502	3642.333	7608.724	8126.338	3631.881	4173.38	4204.007	4645.478	9930.165	8806.796	4460.235	7458.298	3787.28	8160.781	3716.825	3638.362	8151.379	8617.414	8173.586	3789.333	3754.187	8532.164	6743.845	3287.14	4239.138	9142.309	3044.408	8756.518	8106.277	8485.987	8271.481	8816.392	2216.528	9004.97	3976.065	9575.613	7787.282	3891.976	2362.994	3466.266	4624.215	7702.713	4170.981	8877.279	3730.743	4371.979	8437.527	3299.349	3044.601	4984.201	3723.406	6522.356	8272.957	4154.125	8374.888	9267.301	4042.506	2788.633	3677.399	3707.884	7198.513	8931.078	3302.956	4394.312	8991.531	8399.308	2906.73	8287.054	9239.567	7092.469	2948.059	4017.528	6523.601	4484.742	2807.823	3481.133	8476.372	4144.579	8600.294	8957.711	7912.726	4028.345	4249.801	9509.713	3137.345	7840.413	3516.175	8589.516	4004.645	3156.719	8802.156	8163.151	9123.855	2806.1	3488.593	8646.79	2318.253	2405.893	4386.198	3365.612	4117.265	3994.962	3133.093	9216.955	3649.784	4371.001	1.0	2996.547	4097.61	7971.63	9422.467	3800.48	8893.132	8893.132	4481.264	3341.947	2317.634	3633.776	7396.048	3160.372	3160.372	2692.709	7996.543	3776.03	3755.443	3511.991	8052.184	8052.184	3754.66	8985.83	2670.335	9136.588	8873.219	9033.579	9033.579	8861.081	8086.028	3759.843	7977.316	3662.924	3777.946	4463.745	4463.745	3414.789	2220.28	2471.238	8419.548	2979.209	2688.243	2688.243	4158.484	9278.479	8240.678	9382.006	8835.794	3826.807	2707.007	2707.007	8975.566	3862.512	4014.498	8500.306	3591.382	9133.52	9224.251	9224.251	3786.742	8461.473	8812.51	8468.451	2309.657	8493.019	5697.188	5697.188	8711.016	3938.755	8727.754	9888.156	3221.25	7706.031	9191.382	9191.382	2850.322	4013.51	9013.419	7692.426
122	wnt4804.py	2754.355	7634.56	7480.498	8610.876	3265.16	7236.665	4319.679	2504.049	8032.196	7716.915	6689.283	2661.494	2946.092	8871.887	6881.228	3723.478	7673.716	6972.167	2834.571	4355.372	4440.762	4890.255	9001.36	8806.796	3734.09	7760.9	3801.585	7346.527	2001.304	3463.784	8754.818	7804.291	8730.734	2900.904	4037.901	8532.164	7083.79	2985.56	2694.687	9142.309	2322.845	8168.298	8495.069	8485.987	7314.924	7843.241	2216.528	8410.024	4552.694	9112.921	7496.606	4465.968	2240.575	1918.775	3757.031	6980.871	3233.685	7979.085	4742.556	4371.979	7534.935	2303.738	1650.737	4490.883	4074.431	6522.356	8272.957	3778.871	7414.166	8793.476	4042.506	1784.431	3949.054	2933.167	5883.561	8143.028	2450.672	4589.659	8223.726	7376.668	2109.71	8712.851	8607.498	7504.222	2055.478	3754.88	6542.191	4484.742	2651.841	2342.872	7449.839	4523.816	7730.53	8281.859	7000.077	4028.345	3210.435	8720.12	2041.404	6909.135	2210.258	7539.329	2997.676	1783.791	7977.531	7264.571	9123.855	1652.417	3693.129	8646.79	2024.351	2286.931	2889.673	2686.665	4382.931	3535.485	3530.871	8616.608	2437.066	2625.121	2996.547	1.0	2094.565	6953.964	6953.964	3997.279	8374.456	2649.761	3761.663	2751.396	2352.825	2613.772	2613.772	2148.087	4328.821	2254.467	7095.906	4212.369	3210.427	3210.427	7204.228	3539.562	4193.666	8253.897	2294.412	8278.401	8278.401	8540.831	3179.156	7953.26	6924.697	3370.913	6864.128	6864.128	4593.816	4433.076	7652.181	3037.919	2372.908	2200.597	2200.597	2605.505	2258.753	7000.647	4077.918	8420.84	7199.358	8838.063	8838.063	3323.349	2056.942	8570.606	8522.246	3430.529	4384.185	4384.185	2922.273	8310.978	8499.107	4280.726	3876.244	7524.793	8044.199	7798.851	7798.851	7678.926	3931.627	8046.7	7752.969	4013.053	7816.037	8788.468	8788.468	7511.568	8319.357	6846.564	2298.133	4140.974	8203.123	7740.76
129	wnt6132.py	4736.229	8413.936	8306.164	8862.116	1975.565	7877.081	2392.647	2571.96	8455.358	8451.557	8318.741	4513.696	2095.104	9369.581	8335.881	2293.077	9377.889	7728.995	2109.324	2365.362	2629.084	4007.073	9178.127	8092.882	2269.068	8508.97	2517.385	8534.875	3645.173	2085.334	9158.845	8568.625	9111.65	2101.534	2896.42	8461.041	7944.595	2273.368	2417.342	8958.607	2554.285	9092.157	9199.184	7755.113	8156.415	8559.668	4871.467	9222.179	5360.512	9474.129	8915.867	6107.143	2974.65	3805.316	1426.696	8452.243	2271.841	8485.965	6009.474	1940.628	8160.293	2720.241	2297.504	1919.849	3224.308	8425.109	8018.149	2118.851	8486.687	9295.488	2415.28	2379.016	2899.926	2079.138	5692.612	8735.086	2532.527	2672.362	8774.429	7935.313	3077.705	9286.507	9198.043	8167.046	2939.228	2424.904	8372.107	4473.124	2370.355	2210.429	7949.852	2897.277	8410.974	8887.437	8238.454	2764.924	1887.909	9058.47	3257.251	8062.014	3845.695	8011.456	1891.819	3206.457	8423.08	8314.84	8868.828	3113.774	2665.64	8384.236	3117.673	3823.108	3996.665	2191.991	2834.14	1761.722	5804.731	9119.005	2521.751	4067.428	4481.264	3761.663	3096.71	7966.826	9358.689	2937.099	9135.065	2313.318	1.0	2582.086	3304.103	2292.908	9670.125	2585.967	3008.569	3046.619	3046.619	2766.331	2021.843	2106.772	8301.576	1960.27	2931.968	8764.379	8764.379	8411.895	8183.801	9259.477	1936.329	8511.964	7475.105	2163.128	2163.128	2919.939	5345.93	2428.75	8331.718	2232.355	3248.117	3248.117	7962.056	2394.718	3231.349	8365.749	2079.303	8823.48	8823.48	9277.818	8226.993	1888.293	3109.337	9056.934	9259.819	1949.182	1949.182	8348.011	1909.888	8307.406	9062.928	2871.276	2753.461	8563.168	8563.168	8811.232	3006.117	8345.866	5739.27	9137.189	8000.216	8000.216	8399.132	8921.306	2420.334	8998.235	9062.798	7979.91	2628.801	2628.801	8691.891	9426.292
130	wnt42.py	3834.144	8276.933	8221.772	9056.697	2532.653	7930.206	2478.649	1357.992	8647.931	8396.186	7781.375	3570.368	2017.263	9263.318	7917.004	2384.262	8591.463	7691.741	2410.644	2656.127	2552.304	3572.838	9484.904	8218.216	2277.616	8474.998	1901.707	8167.09	3146.422	2479.532	9151.742	8475.633	9111.65	2539.757	2896.42	8461.041	7946.905	2389.473	2417.342	8916.253	1812.819	8716.213	8868.132	7894.066	8150.903	8492.194	4871.467	8911.236	4948.096	9382.156	8439.748	5348.151	2461.65	3321.838	2750.921	7963.082	3112.76	8612.548	6009.474	3014.635	8160.293	2543.33	2067.489	2872.377	2426.63	8425.109	7949.072	3006.234	8266.606	9093.591	2580.836	2088.642	2264.267	2264.71	6312.551	8758.436	1662.413	2796.832	8793.213	8005.577	2347.121	9206.834	9041.78	8126.354	2315.005	1897.515	7556.952	4132.133	2206.249	2142.644	8100.34	2705.134	8410.974	8780.125	7981.718	2764.924	2865.955	9180.972	2459.693	7814.87	2892.333	8011.456	1523.091	2332.199	8512.038	8314.84	8897.432	1943.923	2242.329	8404.788	2391.361	3266.647	3638.264	2101.642	2619.742	2325.658	4846.936	9023.42	2521.751	3701.665	3341.947	2751.396	2697.044	7775.909	9202.068	2221.68	8828.868	2031.482	2582.086	1.0	2831.61	2552.596	8579.09	2482.072	2531.604	2531.604	7997.814	2400.269	2063.928	1816.917	7987.931	2506.204	2506.204	8798.557	2116.443	8741.902	8478.767	8964.878	2853.655	8590.488	7531.419	1724.712	1724.712	2263.959	4770.848	2428.827	8346.568	1964.19	2502.898	2787.032	2787.032	2310.033	2791.184	7974.585	2422.332	8970.108	7965.739	7965.739	8548.262	2550.983	2682.803	9038.51	8868.016	2413.969	2582.384	2582.384	2229.41	8686.378	9020.466	2556.365	2076.69	8304.949	8617.949	8617.949	1784.11	8353.85	5316.338	8859.718	8207.089	2087.481	8450.145	8450.145	1909.588	8433.962	8962.536	7737.266	2214.153	2352.078	8743.788	8743.788
132	wnt1557.py	3785.612	8180.714	8001.113	8688.684	1959.679	7622.294	3165.0	2319.741	8307.054	8112.704	7704.465	3578.551	1828.13	9110.972	7412.334	2684.986	8739.854	7532.85	1054.584	3077.379	3341.466	4507.031	9013.292	7877.114	2669.46	8301.772	2817.868	7907.213	2604.69	1989.679	8872.711	8319.046	8916.564	1694.866	3225.945	8133.557	7794.517	1530.585	1668.795	8683.769	2312.811	8596.761	8833.115	7455.022	7947.279	8334.057	3993.195	8809.993	3670.781	9266.661	8377.376	5183.632	2203.051	2741.472	3361.679	7881.115	1642.951	8312.01	5139.012	2082.071	8012.929	1999.826	2277.247	2922.582	3587.466	7687.483	7747.335	2525.818	8115.434	9055.392	2214.066	2587.833	3315.965	1606.284	5809.661	8468.594	2402.723	3431.409	8547.26	7749.293	2553.974	8984.164	8937.29	7957.122	2108.891	3422.815	6740.751	3479.765	2031.988	1674.104	7745.564	3522.308	8096.351	8608.563	7749.519	3331.626	2760.418	8848.671	2718.693	7599.332	3237.659	7849.628	2459.437	2479.221	8219.147	7943.429	8678.547	2254.899	2792.334	8169.784	2126.587	3003.41	3428.377	1674.109	3238.439	2155.813	4856.547	8890.343	2485.124	3138.999	3633.776	2613.772	2951.595	7649.987	9158.189	3330.413	8763.105	1899.109	2292.908	2552.596	2238.222	1.0	8973.294	1635.348	3461.419	2330.557	7800.983	3424.496	2016.322	2016.322	7863.337	2484.822	3619.003	8563.867	2139.165	8250.819	8156.151	8156.151	2126.816	8320.954	7363.68	2175.242	7587.194	3253.61	4673.837	4673.837	8050.519	2091.479	2394.829	2410.464	7828.657	1772.594	2372.052	2372.052	2749.684	8628.692	7780.732	9111.325	8121.216	2204.278	2204.278	8827.687	8946.966	1923.577	3524.377	7979.783	1718.375	8327.64	8327.64	3491.696	3188.704	8202.954	8530.445	8421.249	2488.565	8096.61	4620.568	4620.568	7937.12	3372.531	8203.885	8811.894	2381.043	8401.933	8741.386	8741.386	1883.123	3050.186	8483.272	8804.464
134	wnt6074.py	3057.813	7926.958	7744.674	8586.338	2173.901	7393.266	9383.711	2354.275	8085.824	7968.338	7333.696	7208.159	2044.57	8963.961	7423.408	2708.38	8359.054	7225.244	9042.506	9525.322	3571.564	9033.821	8951.085	7759.274	2795.682	8086.54	9045.999	7766.863	8118.824	2282.904	8758.155	8090.705	8776.98	1898.878	3313.006	7917.226	7507.385	1953.746	1943.405	8548.611	1821.324	8509.816	8681.324	7275.731	7701.71	8137.122	3356.405	8653.736	4332.419	9148.422	3873.266	4774.21	8040.612	2009.795	2604.029	4745.635	9302.794	8121.707	4875.491	2352.459	7801.634	8682.656	2065.646	3284.023	3565.942	7197.806	7509.968	2750.31	7824.637	8935.074	2313.092	1993.763	3258.358	1820.478	8988.361	8288.714	8491.635	9423.939	8362.868	7561.428	2014.088	8850.332	8783.844	7729.674	1618.875	3077.717	7214.982	2985.997	1698.039	1601.624	7572.959	3700.581	7928.48	8456.209	7450.677	3484.33	2223.788	8747.955	2125.604	7314.837	8150.746	7665.495	2373.678	2022.766	8081.212	7666.629	8519.371	8056.173	8876.758	7944.772	1703.391	7764.56	2850.107	1781.896	9269.465	2380.636	4231.809	5758.118	2209.439	2631.959	3160.372	2148.087	1904.454	7328.476	9019.516	8914.522	8604.434	2000.183	2585.967	2482.072	1912.655	1635.348	8573.558	1.0	3489.656	2149.759	7532.751	7532.751	2219.717	1908.023	7610.258	2505.126	3524.687	8413.487	8413.487	8138.734	7982.057	8761.905	2167.199	8153.849	7136.86	7136.86	7289.74	3199.53	4466.093	3555.284	7867.099	2190.371	2105.841	2105.841	7611.699	1717.176	1983.997	7530.426	3045.269	8483.488	7545.202	7545.202	7967.386	2421.131	1547.387	8687.724	8785.873	2256.718	2256.718	7759.62	1713.07	8157.03	8619.416	3525.155	3115.366	7930.132	8333.811	8333.811	2170.033	7883.508	4433.584	8430.288	7813.46	3409.036	3409.036	8726.601	2160.417	8039.907	8578.63	7294.991	1602.646	3247.838	3247.838	8439.839
135	wnt9008.py	4684.7	9033.794	8916.373	9399.06	2823.668	8729.606	1918.869	2867.119	9271.983	9047.292	8622.603	4451.501	2044.57	9180.202	8786.325	2005.251	9208.452	8553.143	3123.505	2053.208	1999.872	2802.376	9842.965	8946.227	2246.783	9126.912	1685.943	8787.796	4510.321	2423.847	9425.477	8090.705	9294.19	1898.878	1475.729	9044.713	8797.371	2858.59	3874.869	9191.515	3045.338	8940.3	8855.386	8590.255	8875.248	8137.122	4801.751	9043.943	5492.702	9123.869	9049.907	4774.21	3312.943	4677.766	3428.216	8780.476	3591.756	9270.424	5707.07	3406.659	8914.147	3760.741	3601.545	3284.023	1687.913	8433.004	8859.705	2750.31	7824.637	8935.074	3134.477	3719.377	3258.358	3071.684	7142.055	9241.356	2987.898	1424.589	9233.727	7561.428	3334.282	9205.95	8783.844	8777.976	3414.243	2026.254	8322.836	5598.63	2879.949	1601.624	7572.959	1634.807	9086.48	9033.107	8807.004	1803.313	3448.166	8747.955	2125.604	8667.414	4219.268	8916.617	2398.452	3723.098	9085.334	8742.262	9312.456	3322.447	1966.751	7944.772	1703.391	4438.78	2850.107	1781.896	1861.095	2579.893	5890.208	9138.095	3282.629	2631.959	3160.372	4328.821	4219.426	8657.191	9072.491	1337.473	8920.737	2000.183	3008.569	2531.604	3565.25	3461.419	9005.24	3489.656	1.0	3378.755	8856.046	1686.028	2803.181	3093.276	8730.536	8730.536	1678.762	9276.255	3167.391	9263.396	9065.099	8969.156	3794.825	3794.825	8389.521	2332.076	8653.472	1334.502	5288.347	2014.556	2014.556	2361.371	3474.379	3857.809	8819.116	3086.445	3694.984	8864.955	8864.955	9389.323	8816.996	9131.657	9191.569	3042.285	3665.491	9300.207	8806.537	8806.537	1623.032	9050.086	3055.334	9287.215	9253.664	1746.381	1746.381	9086.373	9044.785	9118.383	3047.64	8954.508	6729.999	9258.151	8869.625	8869.625	9137.228	9687.239	2430.404	8949.44	9324.298	8688.689	2978.459	2978.459	9267.29	9305.457
138	wnt6206.py	4619.599	9035.994	8929.445	9467.861	2639.738	8706.667	1795.232	2684.349	9261.741	9010.44	8535.899	4297.212	2787.894	9238.591	8749.741	2004.968	9230.679	8535.814	3138.969	1836.667	1690.389	3140.755	9901.152	8865.854	1887.134	9170.938	1803.965	8778.704	4456.215	2459.749	9537.29	9077.921	3584.008	3280.036	8767.794	2023.685	1870.979	2980.779	7660.149	9253.187	2889.625	8974.248	8923.963	8484.649	2033.431	9202.937	4668.461	9074.538	5387.931	4062.062	9062.189	5956.276	3112.567	4659.353	3212.977	8756.433	3696.918	9225.303	8208.268	3385.661	2223.074	3590.298	3612.263	2605.297	1634.648	8406.407	8873.095	2875.794	9038.037	9009.551	3078.569	3501.403	1841.086	7712.496	7049.945	2510.419	2671.699	1651.625	9273.585	8743.122	3136.85	9252.985	9203.702	8758.023	3377.117	1867.941	8291.166	5531.426	2869.653	3218.439	8852.243	1307.346	9088.506	9094.409	8792.156	9059.305	3437.308	9392.767	3567.342	8645.122	4192.123	8874.553	8194.839	3608.412	9113.954	2014.18	9342.983	3148.784	1954.836	9084.199	3391.516	4237.18	4879.008	2792.179	1679.914	2632.248	5793.413	9164.462	7590.936	5095.32	3776.03	4212.369	4147.62	8625.283	9114.177	1651.515	3205.414	2808.468	2766.331	2400.269	3563.231	3424.496	8992.138	7532.751	1686.028	3285.748	8815.789	1.0	2631.518	2822.523	8726.791	8726.791	1697.718	9254.885	3006.148	9277.844	9026.923	8961.353	3630.77	3630.77	8377.514	2368.173	8623.026	1659.498	5132.612	1978.827	9073.144	2394.011	2394.011	3655.243	8819.108	3004.891	3646.336	8809.284	2070.394	2070.394	8778.542	9174.772	9067.331	2826.141	3721.121	9367.525	9367.525	2781.218	1761.067	9084.453	2957.394	9127.35	9318.672	1294.597	1560.426	1560.426	9067.107	9153.757	2876.094	8990.472	6695.594	9271.251	8852.23	8852.23	9132.595	9753.72	2435.811	8948.253	9349.629	8676.913	2950.98	2950.98	9294.261	9290.797
139	wnt8457.py	4179.528	8412.852	8334.226	8978.176	2117.945	7945.481	2114.291	2684.349	8593.34	8484.394	8080.985	3824.395	1488.613	9397.194	8148.899	2219.227	9016.449	7815.579	1774.962	2333.963	2475.109	3973.701	9338.3	8069.6	1849.834	8599.357	2298.725	8369.254	3511.873	1680.146	9103.753	8600.107	9211.938	2235.063	2502.394	8481.399	8124.408	1956.6	2040.523	8995.819	2274.993	8976.758	9072.632	7733.298	8333.873	8572.001	4271.8	9127.68	4788.308	9504.467	8664.042	5530.712	2433.786	3477.098	1778.373	8204.482	2343.464	8592.868	5375.831	1895.782	8322.863	2090.69	2770.644	2387.073	1634.648	7996.402	8138.644	2254.653	8423.777	9292.249	1807.552	2881.954	2613.675	1773.087	6074.291	8777.672	2297.955	2702.863	8819.515	8023.617	2808.0	9318.314	9235.389	8251.657	2471.312	2293.476	8291.166	4276.592	1903.105	1899.495	8068.643	2714.171	8481.469	8932.422	8095.52	2565.462	3437.308	9224.611	3061.197	7993.089	3607.507	8141.119	1620.537	2979.092	8460.009	8230.076	9342.983	2512.547	2361.884	8451.457	2379.029	3254.71	3985.069	1674.771	2723.31	1641.573	5793.413	9134.565	2536.909	3875.634	3755.443	3210.427	4147.62	7984.897	9368.493	2574.907	9024.572	1576.151	2021.843	2063.928	3563.231	2016.322	9100.491	2219.717	2803.181	2611.849	8102.598	2631.518	1.0	1449.157	8208.481	1850.858	3041.889	8865.325	8865.325	8603.967	8356.7	9187.855	2201.35	8580.04	7601.523	1519.008	7939.002	2689.993	4730.883	2236.766	8345.071	1655.455	2719.525	2884.679	8077.693	8077.693	2588.255	8188.555	1883.41	8930.627	8125.144	9318.683	8416.296	2331.296	2775.932	9080.858	9117.532	1366.81	2772.288	8402.113	1442.833	8501.571	9138.533	2679.848	2409.065	8482.784	8482.784	8709.523	2192.855	8377.938	5560.277	9008.311	8179.392	2526.225	8455.793	9129.098	1580.255	8693.76	9094.461	7952.381	2126.861	2117.859	8705.567	9116.454
140	wnt519.py	3846.616	8165.953	8058.973	8822.197	2073.883	7712.726	2601.183	1687.323	8380.319	8484.394	8080.985	3429.185	1577.176	9201.281	8148.899	2219.227	8736.39	7815.579	1593.636	2655.239	2851.004	4077.347	9178.707	7925.502	2198.916	8325.767	2459.218	8047.785	2828.651	2064.513	8981.202	8352.803	9026.098	1977.671	2680.135	8213.842	7848.632	1980.784	1730.898	8775.278	1593.027	8976.758	8908.767	7537.891	8009.566	8325.764	3937.99	8914.314	4788.308	9357.517	8378.986	5239.211	2071.839	2967.856	1778.373	7883.927	2280.357	8592.868	5195.187	1895.782	8037.404	1836.931	2209.678	2875.273	3076.145	7643.333	7853.612	2334.8	8122.866	9137.979	1885.308	2201.256	2856.407	1730.419	5854.835	8581.833	1801.845	3069.309	8819.515	7825.852	2308.501	9112.009	8999.239	8003.938	2471.312	2293.476	7626.351	3752.345	1808.342	1547.67	7848.825	3079.806	8218.523	8702.804	7828.676	2866.919	2153.382	9010.62	2530.858	7690.601	3131.314	7947.536	1828.585	2278.031	8317.648	7983.603	8718.354	1830.665	2434.025	8193.282	2049.614	2882.335	3518.401	1392.345	3034.877	1819.3	4832.645	8948.283	1927.852	3319.008	3511.991	3210.427	2148.305	7679.653	9198.199	2790.457	8857.399	1673.719	2106.772	1816.917	2381.069	2016.322	8843.793	1908.023	3093.276	2264.078	7833.37	2822.523	1449.157	1.0	7901.73	1987.034	3143.811	8643.256	1875.911	8469.042	8469.042	8995.208	2020.485	8376.326	7364.999	1884.538	7615.42	2823.272	4632.787	2664.106	8143.465	1579.961	2343.694	2449.268	7902.798	1798.959	2338.337	7885.668	2364.597	8726.134	7859.096	7859.096	8301.677	2149.632	2381.521	8907.316	8940.444	1734.788	3055.812	8071.124	1463.041	8379.557	8899.31	2952.332	2589.603	8203.494	8603.378	8476.131	1932.323	1932.323	5032.152	8748.962	7985.158	2693.826	8277.368	8952.76	1883.749	8384.493	8858.669	7604.26	1814.722	2535.286	8540.545	8812.389
142	wnt3504.py	4210.053	8313.844	8159.718	8761.295	2069.794	7712.975	8883.501	2717.456	8323.308	8262.894	7938.462	3837.474	1967.78	9197.343	8055.051	2043.031	8908.759	7662.06	8026.482	2107.824	2504.504	8754.823	9156.442	7871.607	1840.116	8475.048	8675.021	8344.344	3587.311	1981.053	8995.803	8472.361	9026.672	2136.007	2578.944	8312.287	8085.078	2161.599	2470.129	8810.61	2454.45	8884.964	8961.147	7464.889	8243.104	8454.815	4201.363	9028.135	4812.754	9346.795	2559.407	5572.744	2639.186	3513.61	2111.059	1601.703	7931.224	8356.042	5303.72	1889.592	8117.004	2275.521	3276.347	8815.847	3090.081	7957.897	8017.193	1911.797	1696.295	3457.603	1556.911	2977.396	2689.422	1982.216	6522.273	8598.168	2508.576	8951.554	8632.515	7857.816	7570.644	9161.717	9045.466	8081.984	2887.469	2653.394	7877.884	4254.902	1731.378	2309.197	2442.594	2684.316	8271.649	8722.24	7949.202	2545.722	2194.784	9044.198	3239.454	7814.877	3932.872	7973.001	2248.032	3242.258	8312.445	8205.519	8804.014	2881.612	8493.767	8242.292	2507.106	3296.915	3838.866	1883.598	2832.82	1664.386	5264.799	9014.232	2437.332	4022.156	8052.184	3539.562	3211.929	7852.88	9212.78	2679.2	8949.26	2398.682	1960.27	2506.204	2647.809	2484.822	9037.242	2505.126	8730.536	8006.956	1972.37	8726.791	1850.858	1987.034	8151.212	1.0	2900.368	8640.584	2567.493	8411.912	8116.577	9081.604	9081.604	8425.122	7376.324	2075.33	7897.794	2758.015	4744.27	2290.849	8163.403	1592.256	2814.53	2863.344	7811.044	1834.774	2497.257	8156.091	1808.696	8744.476	8018.211	9114.179	9114.179	2102.792	2910.511	8889.005	9042.268	1664.546	2886.619	8315.762	1779.477	8269.96	8936.032	2558.497	2563.856	8481.007	8775.879	8551.489	2509.754	8195.554	5732.425	8810.222	7967.38	7967.38	8324.135	9028.394	2154.14	8545.79	9061.85	7911.135	2314.091	2280.415	8566.289	8992.932
145	wnt891.py	3027.012	8363.704	8192.035	9097.303	2370.075	7868.606	3025.909	2060.401	8617.266	8426.806	7543.356	2706.38	2230.249	2128.161	7764.221	2814.312	8309.739	7721.291	2025.685	3158.96	2907.769	3982.164	9501.975	8277.824	2685.142	8461.06	2568.367	8098.174	3013.356	2471.088	9358.498	8506.878	1831.835	2425.587	2868.626	8362.209	3044.344	1865.828	2622.198	8964.041	1822.927	8754.275	8980.695	3119.484	2451.19	8530.857	3240.355	8969.004	4339.072	9552.271	8171.898	4655.336	1804.924	2968.525	2879.558	7824.994	2772.53	8635.477	4555.381	2910.252	8194.79	2261.435	2130.669	3402.041	3129.588	7224.22	7996.232	3066.389	8219.925	9213.952	8463.516	2075.354	2873.325	2462.832	6305.662	8755.828	2149.388	3383.613	8809.936	8038.988	2288.797	1935.126	9165.903	8175.471	2334.544	2720.427	7170.113	3894.653	1791.607	2086.863	8094.003	3330.62	1717.649	8839.487	7837.963	9438.994	2659.759	9307.756	2383.149	7727.013	3068.361	2385.226	2172.421	2265.967	8550.549	8043.472	8948.824	1700.695	2493.562	8394.259	1618.91	2426.779	3757.355	1882.313	2993.09	2558.278	4113.273	9101.195	8411.324	3647.485	2670.335	2294.412	2792.692	7775.755	9371.006	2924.155	8922.387	2059.223	8764.379	2116.443	2042.971	2139.165	8263.046	8413.487	3167.391	1448.757	7894.758	3006.148	8865.325	1875.911	7969.452	2567.493	3061.386	8857.273	1.0	8803.581	8542.014	9029.332	2882.303	8568.569	8568.569	2403.59	7752.668	2860.433	4248.173	3156.314	8301.575	1936.494	1898.801	2232.356	8099.96	1754.81	2088.199	7908.243	2914.406	9017.562	9017.562	9303.584	8506.609	2409.858	1960.324	9129.983	8970.003	2515.032	3172.822	8231.374	2269.961	8762.401	9133.538	3153.166	2791.879	8363.404	8363.404	8557.665	1673.243	8346.704	5093.017	8712.032	8272.426	2796.667	8470.847	9408.18	2237.128	8160.818	9023.311	7726.219	1932.798	2990.016	8818.079	8390.265
